cell_line	drug	fit_GR	fit_IC	experiment	concentration_points	ctrl_cell_doublings	GR50	GRmax	GR_AOC	GEC50	GRinf	h_GR	r2_GR	pval_GR	flat_fit_GR	IC50	Emax	AUC	EC50	Einf	h	r2_IC	pval_IC	flat_fit_IC
BT-20	A443654	sigmoid	sigmoid	BT-20 A443654	6	1.6669344252054261	0.05303153930419342	-0.4922119901023202	1.001232344863753	0.23024135997649964	-0.6336497632313299	0.5575306112719287	0.9874333948558054	1.5791956485009835e-4	NA	0.12502089790413698	0.10176411678607195	0.3318365854245868	0.0994252142331309	0.06629558540040896	0.6209528271975071	0.9900815391346922	9.837586593664266e-5	NA
BT-20	Afatinib	flat	flat	BT-20 Afatinib	6	1.6669344252054261	Inf	0.05448643499853345	0.2554103813266831	0	0.683191157113234	0.01	0.640721911602577	0.1290807448025065	0.683191157113234	Inf	0.34404129111778753	0.8046982230668386	0	0.7627044655008602	0.01	0.4872453186314055	0.2629173632654088	0.7627044655008602
BT-20	Alpelisib	sigmoid	sigmoid	BT-20 Alpelisib	6	1.7199614006990795	1.1682824631486173	-0.14538981205471846	0.4341991746778785	1.9719956770020592	-0.36038653721960745	1.0367943826205692	0.9876541542645396	1.5241990692378435e-4	NA	1.868861755834269	0.23167743372688795	0.6814916636743901	1.374560077381718	0.1402073722101451	1.0712393939969045	0.9830165586244011	2.884372809584074e-4	NA
BT-20	Alvocidib	sigmoid	sigmoid	BT-20 Alvocidib	6	1.6669344252054261	0.027632527309267345	-0.33479460711130027	1.1891209620537024	0.0407988629603096	-0.3287023362565902	1.296648720378142	0.9974253975425849	6.628577813728328e-6	NA	0.04244548560829543	0.15961790308913026	0.22936903338411538	0.03178773643169162	0.16278238086397223	1.362245392242723	0.9982336434144491	3.120015587318954e-6	NA
BT-20	AT-7519	sigmoid	sigmoid	BT-20 AT-7519	6	1.6669344252054261	0.20443876880701156	-0.4017824512352802	0.8635079425331647	0.3203836666511394	-0.4056489801340333	1.3222987994936042	0.9993562343462437	4.14434216956369e-7	NA	0.3052341541958671	0.13373391880440644	0.42605873197702654	0.24421700503262278	0.13108968864853482	1.3633387498844756	0.9991380283385934	7.429951450680399e-7	NA
BT-20	AZD 5438	sigmoid	sigmoid	BT-20 AZD 5438	6	1.6669344252054261	0.24593192866662578	-0.35463745078830633	0.7480981865645597	0.5506330900430351	-0.44624828933713667	0.7914217052676237	0.9909149021916628	8.25390021870529e-5	NA	0.4497638164160766	0.15176026500269624	0.48130306712973986	0.31073031909713233	0.14127380587821295	0.8979210589594059	0.9932347010506564	4.576926987398966e-5	NA
BT-20	AZD-6482	sigmoid	sigmoid	BT-20 AZD-6482	6	1.7199614006990795	1.2866845928442472	-0.08148496592361865	0.42682206799304206	3.395847475687349	-0.5482512639794287	0.762784436457913	0.9988132092097489	1.4084723798248595e-6	NA	2.2948795046136947	0.2622707358728744	0.6797113568294271	1.8652608848529273	0.07668660080356554	0.8032408846590284	0.9988544499880416	1.312284829897937e-6	NA
BT-20	AZD7762	sigmoid	sigmoid	BT-20 AZD7762	6	1.6669344252054261	0.6538451149142805	-0.40738149278249913	0.5817954684988789	1.3902593167196864	-0.5693833471083268	1.0077604371558848	0.989506370135688	1.1011626772918161e-4	NA	1.0051292720079668	0.13165395578152683	0.597651235287699	0.8159216667607766	0.10701977766436886	1.1548561362992582	0.9872824519037189	1.6173602958122335e-4	NA
BT-20	AZD8055	sigmoid	sigmoid	BT-20 AZD8055	6	1.6669344252054261	0.0023260591805230567	-0.22394091951534667	0.9221180452698158	1.5166662637793706	-1	0.16953646205479472	0.9223318816479816	0.00603233660834313	NA	0.030053001430148198	0.20637855327016408	0.3599339044043672	0.030053001430148198	0	0.1975800997782936	0.9293752473472906	0.004987855687256388	NA
BT-20	AZD8330	flat	flat	BT-20 AZD8330	6	1.7199614006990795	Inf	0.784778167472252	0.2496146215187184	0	0.7488826938592547	0.01	-0.9157954394834582	1	0.7488826938592547	Inf	0.8221578673795202	0.795256768290261	0	0.7941511348728991	0.01	-0.9742833089170833	1	0.7941511348728991
